"Tryb","Status","Tryb","PrędkośćWyjściowa","Status","Tryb","PrędkośćWyjściowa","Status","Tryb","PrędkośćWyjściowa","Status"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","0","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"False","1","False","47","1","False","100","1","False","100","1"
"True","0","True","0","0","False","100","1","False","100","1"
"True","0","True","0","0","False","100","1","False","100","1"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
"True","0","True","0","0","True","0","0","True","0","0"
